PlayerName,Club,DistanceCovered(InKms),Goals,MinutestoGoalRatio,ShotsPerGame,AgentCharges,BMI,Cost,PreviousClubCost,Height,Weight,Score,LastName,FirstName,FullName,PlayerID
"Romaine, Mr. Charles Hallace (""Mr C Rolmane"")",CHE,4.92,5.4,46.2,15.8,84,25.5,64.9,82.0,189.0,91.1,9.53,Romaine,Mr. Charles Hallace Mr C Rolmane,Mr. Charles Hallace Mr C Rolmane Romaine,Mr. Charles Hallace Mr C Rolmane Romaine (CHE)
"Bourke, Mr. John",CHE,5.24,7.5,46.5,15.5,70,23.69,43.8,82.0,193.4,88.6,7.42,Bourke,Mr. John,Mr. John Bourke,Mr. John Bourke (CHE)
"Turcin, Mr. Stjepan",CHE,5.09,10.1,44.9,14.8,118,26.79,58.3,83.0,185.6,92.3,9.79,Turcin,Mr. Stjepan,Mr. Stjepan Turcin,Mr. Stjepan Turcin (CHE)
"Carbines, Mr. William",CHE,4.83,5.0,43.8,15.1,61,25.61,52.8,88.0,194.6,97.0,8.97,Carbines,Mr. William,Mr. William Carbines,Mr. William Carbines (CHE)
"Navratil, Master. Michel M",CHE,5.22,6.0,46.6,15.7,72,25.06,43.1,83.0,189.0,89.5,7.49,Navratil,Master. Michel M,Master. Michel M Navratil,Master. Michel M Navratil (CHE)
"Mernagh, Mr. Robert",CHE,4.71,8.0,45.5,15.6,91,24.93,78.0,78.0,188.1,88.2,11.95,Mernagh,Mr. Robert,Mr. Robert Mernagh,Mr. Robert Mernagh (CHE)
"Olsen, Mr. Karl Siegwart Andreas",CHE,5.24,7.2,46.6,15.9,58,22.96,40.8,85.0,200.4,92.2,7.35,Olsen,Mr. Karl Siegwart Andreas,Mr. Karl Siegwart Andreas Olsen,Mr. Karl Siegwart Andreas Olsen (CHE)
"Vande Walle, Mr. Nestor Cyriel",CHE,4.54,5.9,44.4,15.6,97,20.69,41.5,73.0,195.3,78.9,7.16,Vande Walle,Mr. Nestor Cyriel,Mr. Nestor Cyriel Vande Walle,Mr. Nestor Cyriel Vande Walle (CHE)
"Sage, Mr. Frederick",CHE,5.13,5.8,46.1,15.9,110,23.97,50.9,82.0,194.1,90.3,8.77,Sage,Mr. Frederick,Mr. Frederick Sage,Mr. Frederick Sage (CHE)
"Johanson, Mr. Jakob Alfred",CHE,5.0,6.7,45.3,15.7,72,24.64,49.6,79.0,187.9,87.0,9.56,Johanson,Mr. Jakob Alfred,Mr. Jakob Alfred Johanson,Mr. Jakob Alfred Johanson (CHE)
"Youseff, Mr. Gerious",CHE,5.17,8.0,47.9,16.4,36,25.93,88.9,97.0,209.4,113.7,14.53,Youseff,Mr. Gerious,Mr. Gerious Youseff,Mr. Gerious Youseff (CHE)
"Cohen, Mr. Gurshon ""Gus""",CHE,4.89,7.5,41.6,14.4,53,23.69,48.3,90.0,203.4,98.0,8.51,Cohen,Mr. Gurshon Gus,Mr. Gurshon Gus Cohen,Mr. Gurshon Gus Cohen (CHE)
"Backstrom, Mr. Karl Alfred",CHE,4.5,9.2,40.7,13.7,72,25.38,61.8,90.0,198.7,100.2,10.64,Backstrom,Mr. Karl Alfred,Mr. Karl Alfred Backstrom,Mr. Karl Alfred Backstrom (CHE)
"Albimona, Mr. Nassef Cassem",CHE,4.84,8.3,46.3,15.9,39,22.68,43.0,74.0,187.1,79.4,7.06,Albimona,Mr. Nassef Cassem,Mr. Nassef Cassem Albimona,Mr. Nassef Cassem Albimona (CHE)
"Blank, Mr. Henry",CHE,4.13,8.9,40.3,13.5,61,23.36,61.1,82.0,196.6,90.3,8.87,Blank,Mr. Henry,Mr. Henry Blank,Mr. Henry Blank (CHE)
"Ali, Mr. Ahmed",LIV,4.87,7.4,43.5,15.0,49,22.44,43.8,72.0,186.1,77.7,7.88,Ali,Mr. Ahmed,Mr. Ahmed Ali,Mr. Ahmed Ali (LIV)
"Perkin, Mr. John Henry",LIV,4.82,6.4,44.3,14.8,35,22.57,54.2,76.0,192.8,83.9,9.2,Perkin,Mr. John Henry,Mr. John Henry Perkin,Mr. John Henry Perkin (LIV)
"Givard, Mr. Hans Kristensen",LIV,4.73,6.7,42.8,14.9,8,19.81,41.8,70.0,195.2,75.5,7.19,Givard,Mr. Hans Kristensen,Mr. Hans Kristensen Givard,Mr. Hans Kristensen Givard (LIV)
"Kiernan, Mr. Philip",LIV,4.55,5.55,42.6,14.4,106,21.19,34.1,57.0,169.1,60.6,6.06,Kiernan,Mr. Philip,Mr. Philip Kiernan,Mr. Philip Kiernan (LIV)
"Jacobsohn, Mr. Sidney Samuel",LIV,4.71,7.2,43.6,14.0,32,20.39,30.5,67.0,186.6,71.0,5.63,Jacobsohn,Mr. Sidney Samuel,Mr. Sidney Samuel Jacobsohn,Mr. Sidney Samuel Jacobsohn (LIV)
"Harris, Mr. Walter",LIV,4.93,7.3,46.2,15.1,41,21.12,34.0,67.0,184.4,71.8,6.59,Harris,Mr. Walter,Mr. Walter Harris,Mr. Walter Harris (LIV)
"Sunderland, Mr. Victor Francis",LIV,5.21,7.5,47.5,16.5,20,21.89,46.7,70.0,187.3,76.8,9.5,Sunderland,Mr. Victor Francis,Mr. Victor Francis Sunderland,Mr. Victor Francis Sunderland (LIV)
"Bracken, Mr. James H",LIV,5.09,8.9,46.3,15.4,44,29.53875,71.1,88.0,185.1,102.7,13.97,Bracken,Mr. James H,Mr. James H Bracken,Mr. James H Bracken (LIV)
"Green, Mr. George Henry",LIV,5.11,9.6,48.2,16.7,103,27.39,65.9,83.0,185.5,94.25,11.66,Green,Mr. George Henry,Mr. George Henry Green,Mr. George Henry Green (LIV)
"Nenkoff, Mr. Christo",LIV,4.94,6.3,45.7,15.5,50,23.11,34.3,74.0,184.9,79.0,6.43,Nenkoff,Mr. Christo,Mr. Christo Nenkoff,Mr. Christo Nenkoff (LIV)
"Hoyt, Mr. Frederick Maxfield",LIV,4.87,6.3,45.8,16.1,41,21.75,34.6,62.0,175.0,66.6,6.99,Hoyt,Mr. Frederick Maxfield,Mr. Frederick Maxfield Hoyt,Mr. Frederick Maxfield Hoyt (LIV)
"Berglund, Mr. Karl Ivar Sven",LIV,4.41,4.5,44.2,15.0,101,20.89,31.8,67.0,185.4,71.8,6.0,Berglund,Mr. Karl Ivar Sven,Mr. Karl Ivar Sven Berglund,Mr. Karl Ivar Sven Berglund (LIV)
"Mellors, Mr. William John",LIV,4.86,3.9,44.9,15.4,73,22.83,34.5,70.0,181.0,74.8,6.56,Mellors,Mr. William John,Mr. William John Mellors,Mr. William John Mellors (LIV)
"Lovell, Mr. John Hall (""Henry"")",LIV,4.91,9.0,46.3,15.4,56,22.02,31.0,64.0,176.0,68.2,6.03,Lovell,Mr. John Hall Henry,Mr. John Hall Henry Lovell,Mr. John Hall Henry Lovell (LIV)
"Fahlstrom, Mr. Arne Jonas",LIV,4.93,7.3,45.2,15.8,74,20.07,32.6,58.0,176.2,62.3,6.33,Fahlstrom,Mr. Arne Jonas,Mr. Arne Jonas Fahlstrom,Mr. Arne Jonas Fahlstrom (LIV)
"Larsson, Mr. Bengt Edvin",LIV,4.2,4.5,41.2,14.3,58,20.15,31.5,57.0,174.0,61.0,6.82,Larsson,Mr. Bengt Edvin,Mr. Bengt Edvin Larsson,Mr. Bengt Edvin Larsson (LIV)
"Sjostedt, Mr. Ernst Adolf",LIV,5.1,6.1,45.3,14.9,87,21.24,32.6,73.0,191.0,77.5,6.2,Sjostedt,Mr. Ernst Adolf,Mr. Ernst Adolf Sjostedt,Mr. Ernst Adolf Sjostedt (LIV)
"Leyson, Mr. Robert William Norman",LIV,4.5,6.1,42.2,14.7,139,19.63,31.0,54.0,171.0,57.4,5.93,Leyson,Mr. Robert William Norman,Mr. Robert William Norman Leyson,Mr. Robert William Norman Leyson (LIV)
"Hold, Mr. Stephen",LIV,4.89,5.8,45.5,15.6,82,23.58,28.0,67.0,174.0,71.4,5.8,Hold,Mr. Stephen,Mr. Stephen Hold,Mr. Stephen Hold (LIV)
"Pengelly, Mr. Frederick William",LIV,5.13,4.0,44.1,15.2,87,21.65,33.7,66.0,180.2,70.3,6.56,Pengelly,Mr. Frederick William,Mr. Frederick William Pengelly,Mr. Frederick William Pengelly (LIV)
"Hunt, Mr. George Henry",LIV,4.88,4.3,45.6,15.5,80,25.17,30.3,75.0,178.5,80.2,6.76,Hunt,Mr. George Henry,Mr. George Henry Hunt,Mr. George Henry Hunt (LIV)
"Coleridge, Mr. Reginald Charles",LIV,5.0,8.2,46.8,14.7,67,23.25,38.0,78.0,190.3,84.2,7.22,Coleridge,Mr. Reginald Charles,Mr. Reginald Charles Coleridge,Mr. Reginald Charles Coleridge (LIV)
"Maenpaa, Mr. Matti Alexanteri",LIV,5.48,4.6,49.4,18.0,132,29.53875,55.7,102.0,185.0,111.3,8.51,Maenpaa,Mr. Matti Alexanteri,Mr. Matti Alexanteri Maenpaa,Mr. Matti Alexanteri Maenpaa (LIV)
"Attalah, Mr. Sleiman",LIV,5.93,6.4,49.1,16.1,43,22.59,37.5,74.0,189.0,80.7,7.72,Attalah,Mr. Sleiman,Mr. Sleiman Attalah,Mr. Sleiman Attalah (LIV)
"Minahan, Dr. William Edward",LIV,5.01,8.9,46.0,15.9,212,29.53875,112.5,78.0,180.1,97.9,19.94,Minahan,Dr. William Edward,Dr. William Edward Minahan,Dr. William Edward Minahan (LIV)
"Beckwith, Mr. Richard Leonard",LIV,5.48,6.2,48.2,16.3,94,29.53875,82.7,106.0,189.2,123.2,13.91,Beckwith,Mr. Richard Leonard,Mr. Richard Leonard Beckwith,Mr. Richard Leonard Beckwith (LIV)
"Carter, Rev. Ernest Courtenay",LIV,5.16,8.4,44.4,15.5,213,21.86,29.7,68.0,182.6,72.9,6.1,Carter,Rev. Ernest Courtenay,Rev. Ernest Courtenay Carter,Rev. Ernest Courtenay Carter (LIV)
"Reed, Mr. James George",LIV,4.64,9.0,42.9,14.9,122,23.99,38.9,77.0,186.0,83.0,7.52,Reed,Mr. James George,Mr. James George Reed,Mr. James George Reed (LIV)
"Lobb, Mr. William Arthur",LIV,4.83,6.6,43.8,14.3,53,21.68,30.9,66.0,180.6,70.7,6.06,Lobb,Mr. William Arthur,Mr. William Arthur Lobb,Mr. William Arthur Lobb (LIV)
"Smith, Mr. Thomas",LIV,5.34,7.6,48.3,16.2,91,21.04,44.0,62.0,178.6,67.1,7.35,Smith,Mr. Thomas,Mr. Thomas Smith,Mr. Thomas Smith (LIV)
"Asplund, Master. Edvin Rojj Felix",LIV,5.13,4.6,45.3,16.8,36,23.12,37.5,65.0,173.0,69.2,6.0,Asplund,Master. Edvin Rojj Felix,Master. Edvin Rojj Felix Asplund,Master. Edvin Rojj Felix Asplund (LIV)
"Taussig, Mr. Emil",LIV,4.68,4.8,43.0,14.8,101,20.76,37.6,62.0,179.7,67.05,6.92,Taussig,Mr. Emil,Mr. Emil Taussig,Mr. Emil Taussig (LIV)
"Harrison, Mr. William",LIV,5.0,5.2,45.1,15.1,184,23.13,31.7,66.0,174.6,70.5,6.33,Harrison,Mr. William,Mr. William Harrison,Mr. William Harrison (LIV)
"Reeves, Mr. David",LIV,4.99,7.2,41.4,14.9,44,22.35,36.6,67.0,178.0,70.8,5.9,Reeves,Mr. David,Mr. David Reeves,Mr. David Reeves (LIV)
"Panula, Mr. Ernesti Arvid",LIV,5.49,5.9,47.7,15.9,66,22.28,48.0,65.0,178.5,71.0,8.84,Panula,Mr. Ernesti Arvid,Mr. Ernesti Arvid Panula,Mr. Ernesti Arvid Panula (LIV)
"Persson, Mr. Ernst Ulrik",LIV,5.59,7.9,49.7,17.2,220,23.55,41.9,63.0,171.3,69.1,8.94,Persson,Mr. Ernst Ulrik,Mr. Ernst Ulrik Persson,Mr. Ernst Ulrik Persson (LIV)
"Cairns, Mr. Alexander",LIV,5.03,6.6,44.7,15.9,191,19.85,30.9,59.0,178.0,62.9,6.53,Cairns,Mr. Alexander,Mr. Alexander Cairns,Mr. Alexander Cairns (LIV)
"Tornquist, Mr. William Henry",LIV,5.5,6.4,48.1,16.5,40,26.51,52.8,86.0,189.1,94.8,9.4,Tornquist,Mr. William Henry,Mr. William Henry Tornquist,Mr. William Henry Tornquist (LIV)
"Natsch, Mr. Charles H",LIV,5.11,9.3,45.4,15.8,189,24.78,43.2,87.0,195.4,94.6,8.18,Natsch,Mr. Charles H,Mr. Charles H Natsch,Mr. Charles H Natsch (LIV)
"Parkes, Mr. Francis ""Frank""",LIV,4.96,8.3,45.3,15.7,141,29.53875,113.5,89.0,179.1,108.2,17.41,Parkes,Mr. Francis Frank,Mr. Francis Frank Parkes,Mr. Francis Frank Parkes (LIV)
"Rice, Master. Eric",LIV,5.01,8.9,46.0,15.9,212,29.53875,96.9,80.0,180.1,97.9,18.08,Rice,Master. Eric,Master. Eric Rice,Master. Eric Rice (LIV)
"Duane, Mr. Frank",LIV,5.11,8.7,46.5,16.3,97,23.31,49.3,68.0,179.6,75.2,9.86,Duane,Mr. Frank,Mr. Frank Duane,Mr. Frank Duane (LIV)
"Olsson, Mr. Nils Johan Goransson",LIV,5.69,10.8,50.5,18.5,53,24.51,42.3,69.0,174.7,74.8,7.29,Olsson,Mr. Nils Johan Goransson,Mr. Nils Johan Goransson Olsson,Mr. Nils Johan Goransson Olsson (LIV)
"de Pelsmaeker, Mr. Alfons",LIV,4.63,9.1,42.1,14.4,126,25.37,96.3,77.0,192.7,94.2,18.72,de Pelsmaeker,Mr. Alfons,Mr. Alfons de Pelsmaeker,Mr. Alfons de Pelsmaeker (LIV)
"Dorking, Mr. Edward Arthur",LIV,4.91,10.2,45.0,15.2,234,23.67,56.5,68.0,179.3,76.1,10.12,Dorking,Mr. Edward Arthur,Mr. Edward Arthur Dorking,Mr. Edward Arthur Dorking (LIV)
"Smith, Mr. Richard William",LIV,4.95,7.5,44.5,15.0,50,24.28,105.7,77.0,197.5,94.7,19.17,Smith,Mr. Richard William,Mr. Richard William Smith,Mr. Richard William Smith (LIV)
"Rice, Master. Arthur",LIV,5.34,10.0,46.8,16.2,94,25.82,100.7,71.0,182.7,86.2,17.24,Rice,Master. Arthur,Master. Arthur Rice,Master. Arthur Rice (LIV)
"Rice, Master. Eric",LIV,5.16,12.9,47.6,15.6,156,21.93,56.8,72.0,190.5,79.6,9.89,Rice,Master. Eric,Master. Eric Rice,Master. Eric Rice (LIV)
"Rice, Master. Eugene",LIV,5.29,12.7,48.0,16.2,124,23.38,75.9,74.0,191.0,85.3,13.06,Rice,Master. Eugene,Master. Eugene Rice,Master. Eugene Rice (LIV)
"Rice, Master. George Hugh",LIV,5.02,6.1,43.6,14.8,87,23.07,52.8,68.0,179.6,74.4,8.84,Rice,Master. George Hugh,Master. George Hugh Rice,Master. George Hugh Rice (LIV)
"Rintamaki, Mr. Matti",LIV,5.01,9.8,46.5,15.8,97,25.21,47.8,85.0,192.6,93.5,8.87,Rintamaki,Mr. Matti,Mr. Matti Rintamaki,Mr. Matti Rintamaki (LIV)
"Risien, Mr. Samuel Beard",LIV,5.03,7.5,43.6,14.4,102,23.25,76.0,75.0,194.1,87.6,14.69,Risien,Mr. Samuel Beard,Mr. Samuel Beard Risien,Mr. Samuel Beard Risien (LIV)
"Robins, Mr. Alexander A",LIV,5.25,7.4,47.3,15.8,55,22.93,61.2,78.0,193.0,85.4,8.64,Robins,Mr. Alexander A,Mr. Alexander A Robins,Mr. Alexander A Robins (LIV)
"Rogers, Mr. William John",LIV,5.08,8.5,46.3,15.6,117,26.86,75.6,86.0,193.9,101.0,14.98,Rogers,Mr. William John,Mr. William John Rogers,Mr. William John Rogers (LIV)
"Rommetvedt, Mr. Knud Paust",LIV,5.04,6.0,45.9,15.0,52,21.26,43.3,69.0,187.7,74.9,7.82,Rommetvedt,Mr. Knud Paust,Mr. Knud Paust Rommetvedt,Mr. Knud Paust Rommetvedt (LIV)
"Rosblom, Mr. Viktor Richard",LIV,4.63,14.3,44.8,15.0,133,25.43,49.5,79.0,185.3,87.3,8.97,Rosblom,Mr. Viktor Richard,Mr. Viktor Richard Rosblom,Mr. Viktor Richard Rosblom (LIV)
"Rouse, Mr. Richard Henry",LIV,5.11,7.0,47.7,15.8,214,24.54,70.0,80.0,191.5,90.0,11.63,Rouse,Mr. Richard Henry,Mr. Richard Henry Rouse,Mr. Richard Henry Rouse (LIV)
"Rush, Mr. Alfred George John",LIV,5.34,6.2,49.8,17.2,143,27.79,75.7,82.0,184.6,94.7,13.49,Rush,Mr. Alfred George John,Mr. Alfred George John Rush,Mr. Alfred George John Rush (LIV)
"Ryan, Mr. Edward",LIV,4.86,8.9,46.9,15.8,65,23.58,57.7,68.0,179.9,76.3,10.25,Ryan,Mr. Edward,Mr. Edward Ryan,Mr. Edward Ryan (LIV)
"Ryan, Mr. Patrick",LIV,4.9,7.6,45.6,16.0,90,27.56,67.2,82.0,183.9,93.2,11.79,Ryan,Mr. Patrick,Mr. Patrick Ryan,Mr. Patrick Ryan (LIV)
"Saad, Mr. Amin",LIV,5.66,8.3,50.2,17.7,38,23.76,56.5,72.0,183.5,80.0,10.05,Saad,Mr. Amin,Mr. Amin Saad,Mr. Amin Saad (LIV)
"Saad, Mr. Khalil",LIV,5.03,6.4,42.7,14.3,122,22.01,47.6,68.0,183.1,73.8,8.51,Saad,Mr. Khalil,Mr. Khalil Saad,Mr. Khalil Saad (LIV)
"Saade, Mr. Jean Nassr",LIV,4.97,8.8,43.0,14.9,233,22.34,60.4,63.0,178.4,71.1,11.5,Saade,Mr. Jean Nassr,Mr. Jean Nassr Saade,Mr. Jean Nassr Saade (LIV)
"Sadlier, Mr. Matthew",LIV,5.38,6.3,46.0,15.7,32,21.07,34.9,72.0,190.8,76.7,6.26,Sadlier,Mr. Matthew,Mr. Matthew Sadlier,Mr. Matthew Sadlier (LIV)
